system|artal_start|artal_slut|organisationsnummer|foretagsnummer|personnummer|anstallningsnummer|lonekorningsnummer|utbetalningsgrupp_id|utbetalningsgrupp_namn|utbetalningsdatum|fornamn|efternamn|lonespec
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-02|1|Månadsutbetalning|2021-02-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202102_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Arian|Grande|lonespecifikationer\123456-7890__311_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2021-03|1|Månadsutbetalning|2021-03-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202103_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2021-04|1|Månadsutbetalning|2021-04-23T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202104_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2021-05|1|Månadsutbetalning|2021-04-30T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202105_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19910509-3133|70|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Fröken|Fredrik|lonespecifikationer\123456-7890_199105093133_70_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Ariana|Grande|lonespecifikationer\123456-7890__311_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2021-06|1|Månadsutbetalning|2021-06-25T00:00|Test||lonespecifikationer\123456-7890_196008140623_314_202106_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19700712-3180|1|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Mimmi|Musiker|lonespecifikationer\123456-7890_197007123180_1_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640814-0678|20|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Valter|Vaktis|lonespecifikationer\123456-7890_196408140678_20_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19670626-0640|30|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Vera|Vaktis|lonespecifikationer\123456-7890_196706260640_30_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19540823-0687|40|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Piia|Präst|lonespecifikationer\123456-7890_195408230687_40_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19860214-3102|170|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Nikki|Ny|lonespecifikationer\123456-7890_198602143102_170_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202201_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2022-01|1|Månadsutbetalning|2022-01-25T00:00|Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202201_lonespec.html
